instance,alpha,num_iterations,score,time
dat/project.7.dat,0.2,10,4.44212e-43,0.115492
dat/project.7.dat,0.4,1,4.44212e-43,0.0076899
dat/project.7.dat,0.4,2,4.44212e-43,0.0233163
dat/project.7.dat,0.4,3,4.44212e-43,0.0322211
dat/project.7.dat,0.4,4,4.44212e-43,0.0486763
dat/project.7.dat,0.4,5,4.44212e-43,0.056183
dat/project.7.dat,0.4,6,4.44212e-43,0.072667
dat/project.7.dat,0.4,7,4.44212e-43,0.0819839
dat/project.7.dat,0.4,8,4.44212e-43,0.0891003
dat/project.7.dat,0.4,9,4.44212e-43,0.105235
dat/project.7.dat,0.4,10,4.44212e-43,0.117451
dat/project.7.dat,0.6,1,4.44212e-43,0.0124352
dat/project.7.dat,0.6,2,4.44212e-43,0.0205546
dat/project.7.dat,0.6,3,4.44212e-43,0.0367142
dat/project.7.dat,0.6,4,4.44212e-43,0.0529835
dat/project.7.dat,0.6,5,4.44212e-43,0.0692027
dat/project.7.dat,0.6,6,4.44212e-43,0.0773794
dat/project.7.dat,0.6,7,4.44212e-43,0.0937559
dat/project.7.dat,0.6,8,4.44212e-43,0.101912
dat/project.7.dat,0.6,9,4.44212e-43,0.118329
dat/project.7.dat,0.6,10,4.44212e-43,0.126699
dat/project.7.dat,0.8,1,4.44212e-43,0.0081298
dat/project.7.dat,0.8,2,4.44212e-43,0.0246018
dat/project.7.dat,0.8,3,4.44212e-43,0.0326063
dat/project.7.dat,0.8,4,4.44212e-43,0.0491177
dat/project.7.dat,0.8,5,4.44212e-43,0.0572885
dat/project.7.dat,0.8,6,4.44212e-43,0.0712174
dat/project.7.dat,0.8,7,4.44212e-43,0.0825624
dat/project.7.dat,0.8,8,4.44212e-43,0.0903179
dat/project.7.dat,0.8,9,4.44212e-43,0.101781
dat/project.7.dat,0.8,10,4.44212e-43,0.115255
dat/project.7.dat,1,1,4.44212e-43,0.0082377
dat/project.7.dat,1,2,4.44212e-43,0.0251398
dat/project.7.dat,1,3,4.44212e-43,0.0326549
dat/project.7.dat,1,4,4.44212e-43,0.0409386
dat/project.7.dat,1,5,4.44212e-43,0.0570708
dat/project.7.dat,1,6,4.44212e-43,0.0653516
dat/project.7.dat,1,7,4.44212e-43,0.0828399
dat/project.7.dat,1,8,4.44212e-43,0.0901804
dat/project.7.dat,1,9,4.44212e-43,0.0988684
dat/project.7.dat,1,10,4.44212e-43,0.115069
dat/project.8.dat,0,1,3.65,0.0163277
dat/project.8.dat,0,2,3.65,0.0243378
dat/project.8.dat,0,3,3.65,0.040837
dat/project.8.dat,0,4,3.65,0.0583894
dat/project.8.dat,0,5,3.65,0.0749251
dat/project.8.dat,0,6,3.65,0.0909188
dat/project.8.dat,0,7,3.65,0.0985938
dat/project.8.dat,0,8,3.65,0.115088
dat/project.8.dat,0,9,3.65,0.131092
dat/project.8.dat,0,10,3.65,0.147679
dat/project.8.dat,0.2,1,3.65,0.0164245
dat/project.8.dat,0.2,2,3.65,0.0250874
dat/project.8.dat,0.2,3,3.65,0.0411123
dat/project.8.dat,0.2,4,3.65,0.0575704
dat/project.8.dat,0.2,5,3.65,0.0656951
dat/project.8.dat,0.2,6,3.65,0.0819851
dat/project.8.dat,0.2,7,3.65,0.0982323
dat/project.8.dat,0.2,8,3.65,0.114566
dat/project.8.dat,0.2,9,3.65,0.13127
dat/project.8.dat,0.2,10,3.65,0.140083
dat/project.8.dat,0.4,1,3.65,0.0159722
dat/project.8.dat,0.4,2,3.65,0.0322438
dat/project.8.dat,0.4,3,3.65,0.0405731
dat/project.8.dat,0.4,4,3.65,0.0570056
