instance,alpha,num_iterations,score,time
090,0.4,6,124.81,7.1209
090,0.4,7,124.81,8.22042
090,0.4,8,124.81,9.30621
090,0.4,9,124.81,10.1436
090,0.4,10,124.81,11.2044
090,0.6,1,124.05,0.767369
090,0.6,2,124.05,1.9639
090,0.6,3,124.05,2.76155
090,0.6,4,124.05,3.69415
090,0.6,5,124.05,4.66261
090,0.6,6,124.37,5.80902
090,0.6,7,124.39,6.79247
090,0.6,8,124.44,7.95062
090,0.6,9,124.81,9.10797
090,0.6,10,124.81,9.98979
090,0.8,1,123.94,1.34048
090,0.8,2,123.94,2.34167
090,0.8,3,124.29,3.62215
090,0.8,4,124.29,4.43484
090,0.8,5,124.29,4.97358
090,0.8,6,124.29,6.89426
090,0.8,7,124.29,8.24349
090,0.8,8,124.81,9.74179
090,0.8,9,124.81,10.7348
090,0.8,10,124.81,11.889
090,1,1,123.79,0.818975
