instance,alpha,num_iterations,score,time
dat/project.7.dat,0.6,1,-1,0.0074676
dat/project.7.dat,0.8,1,-1,0
dat/project.7.dat,1,1,-1,0.0075288
dat/project.8.dat,0,1,3.65,0.0172373
dat/project.8.dat,0.2,1,3.65,0
dat/project.8.dat,0.2,2,3.65,0.0157276
dat/project.8.dat,0.2,3,3.65,0.0157276
dat/project.8.dat,0.2,4,3.65,0.0348615
dat/project.8.dat,0.2,5,3.65,0.0348615
dat/project.8.dat,0.2,6,3.65,0.0487933
dat/project.8.dat,0.2,7,3.65,0.0487933
dat/project.8.dat,0.2,8,3.65,0.0487933
dat/project.8.dat,0.2,9,3.65,0.0655869
dat/project.8.dat,0.2,10,3.65,0.0655869
dat/project.8.dat,0.4,1,3.65,0
dat/project.8.dat,0.4,2,3.65,0.017268
dat/project.8.dat,0.4,3,3.65,0.017268
dat/project.8.dat,0.4,4,3.65,0.0324542
dat/project.8.dat,0.4,5,3.65,0.0336146
dat/project.8.dat,0.4,6,3.65,0.0336146
dat/project.8.dat,0.4,7,3.65,0.0502755
dat/project.8.dat,0.4,8,3.65,0.0572831
dat/project.8.dat,0.4,9,3.65,0.0669466
dat/project.8.dat,0.4,10,3.65,0.0669466
dat/project.8.dat,0.6,1,3.65,0
dat/project.8.dat,0.6,2,3.65,0.0163892
dat/project.8.dat,0.6,3,3.65,0.0163892
dat/project.8.dat,0.6,4,3.65,0.0333363
dat/project.8.dat,0.6,5,3.65,0.0333363
dat/project.8.dat,0.6,6,3.65,0.0497744
dat/project.8.dat,0.6,7,3.65,0.0497744
dat/project.8.dat,0.6,8,3.65,0.0658535
dat/project.8.dat,0.6,9,3.65,0.066279
dat/project.8.dat,0.6,10,3.65,0.0786657
dat/project.8.dat,0.8,1,3.65,0
dat/project.8.dat,0.8,2,3.65,0.0168341
dat/project.8.dat,0.8,3,3.65,0.0168341
dat/project.8.dat,0.8,4,3.65,0.0335113
dat/project.8.dat,0.8,5,3.65,0.0335113
dat/project.8.dat,0.8,6,3.65,0.0417813
dat/project.8.dat,0.8,7,3.65,0.0531858
dat/project.8.dat,0.8,8,3.65,0.0531858
dat/project.8.dat,0.8,9,3.65,0.0698503
dat/project.8.dat,0.8,10,3.65,0.0698503
dat/project.8.dat,1,1,3.65,0
dat/project.8.dat,1,2,3.65,0.0163504
dat/project.8.dat,1,3,3.65,0.0163504
dat/project.8.dat,1,4,3.65,0.0328248
dat/project.8.dat,1,5,3.65,0.0343297
dat/project.8.dat,1,6,3.65,0.0343297
dat/project.8.dat,1,7,3.65,0.0491129
dat/project.8.dat,1,8,3.65,0.0491129
dat/project.8.dat,1,9,3.65,0.0657468
dat/project.8.dat,1,10,3.65,0.0657468
